date,electricity_consumption,temp,heat_need,quarter,gdp_real,population,month,year,season,consumption_lag_1,consumption_lag_12,temp_lag_1,gdp_lag_1,naive_last_month,naive_last_year
2015-04-01,4570,5.34,12.66,2015Q2,167025.0,8237666.0,4,2015,spring,5287.0,4476.0,2.04,164411.0,5287.0,4476.0
2015-05-01,4410,9.29,8.71,2015Q2,167025.0,8237666.0,5,2015,spring,4570.0,4518.0,5.34,167025.0,4570.0,4518.0
2015-06-01,4308,13.6,4.4,2015Q2,167025.0,8237666.0,6,2015,summer,4410.0,4240.0,9.29,167025.0,4410.0,4240.0
2015-07-01,4338,17.75,0.25,2015Q3,167635.0,8237666.0,7,2015,summer,4308.0,4299.0,13.6,167025.0,4308.0,4299.0
2015-08-01,4299,15.57,2.4299999999999997,2015Q3,167635.0,8237666.0,8,2015,summer,4338.0,4239.0,17.75,167635.0,4338.0,4239.0
2015-09-01,4487,9.07,8.93,2015Q3,167635.0,8237666.0,9,2015,autumn,4299.0,4443.0,15.57,167635.0,4299.0,4443.0
2015-10-01,4898,5.88,12.120000000000001,2015Q4,173432.0,8237666.0,10,2015,autumn,4487.0,4797.0,9.07,167635.0,4487.0,4797.0
2015-11-01,5069,4.16,13.84,2015Q4,173432.0,8237666.0,11,2015,autumn,4898.0,5029.0,5.88,173432.0,4898.0,5029.0
2015-12-01,5383,2.24,15.76,2015Q4,173432.0,8237666.0,12,2015,winter,5069.0,5476.0,4.16,173432.0,5069.0,5476.0
2016-01-01,5655,-1.11,19.11,2016Q1,168064.0,8327126.0,1,2016,winter,5383.0,5800.0,2.24,173432.0,5383.0,5800.0
2016-02-01,5278,-0.18,18.18,2016Q1,168064.0,8327126.0,2,2016,winter,5655.0,5397.0,-1.11,168064.0,5655.0,5397.0
2016-03-01,5356,0.16,17.84,2016Q1,168064.0,8327126.0,3,2016,spring,5278.0,5287.0,-0.18,168064.0,5278.0,5287.0
2016-04-01,4643,4.59,13.41,2016Q2,171553.0,8327126.0,4,2016,spring,5356.0,4570.0,0.16,168064.0,5356.0,4570.0
2016-05-01,4472,7.9,10.1,2016Q2,171553.0,8327126.0,5,2016,spring,4643.0,4410.0,4.59,171553.0,4643.0,4410.0
2016-06-01,4304,11.99,6.01,2016Q2,171553.0,8327126.0,6,2016,summer,4472.0,4308.0,7.9,171553.0,4472.0,4308.0
2016-07-01,4195,15.09,2.91,2016Q3,170900.0,8327126.0,7,2016,summer,4304.0,4338.0,11.99,171553.0,4304.0,4338.0
2016-08-01,4230,14.8,3.1999999999999993,2016Q3,170900.0,8327126.0,8,2016,summer,4195.0,4299.0,15.09,170900.0,4195.0,4299.0
2016-09-01,4330,12.55,5.449999999999999,2016Q3,170900.0,8327126.0,9,2016,autumn,4230.0,4487.0,14.8,170900.0,4230.0,4487.0
2016-10-01,4874,5.38,12.620000000000001,2016Q4,174842.0,8327126.0,10,2016,autumn,4330.0,4898.0,12.55,170900.0,4330.0,4898.0
2016-11-01,5261,1.81,16.19,2016Q4,174842.0,8327126.0,11,2016,autumn,4874.0,5069.0,5.38,174842.0,4874.0,5069.0
2016-12-01,5641,-0.13,18.13,2016Q4,174842.0,8327126.0,12,2016,winter,5261.0,5383.0,1.81,174842.0,5261.0,5383.0
2017-01-01,6147,-5.16,23.16,2017Q1,169866.0,8419550.0,1,2017,winter,5641.0,5655.0,-0.13,174842.0,5641.0,5655.0
2017-02-01,5088,0.47,17.53,2017Q1,169866.0,8419550.0,2,2017,winter,6147.0,5278.0,-5.16,169866.0,6147.0,5278.0
2017-03-01,5147,4.13,13.870000000000001,2017Q1,169866.0,8419550.0,3,2017,spring,5088.0,5356.0,0.47,169866.0,5088.0,5356.0
2017-04-01,4466,4.43,13.57,2017Q2,172696.0,8419550.0,4,2017,spring,5147.0,4643.0,4.13,169866.0,5147.0,4643.0
2017-05-01,4508,9.83,8.17,2017Q2,172696.0,8419550.0,5,2017,spring,4466.0,4472.0,4.43,172696.0,4466.0,4472.0
2017-06-01,4299,15.2,2.8000000000000007,2017Q2,172696.0,8419550.0,6,2017,summer,4508.0,4304.0,9.83,172696.0,4508.0,4304.0
2017-07-01,4233,15.04,2.960000000000001,2017Q3,173216.0,8419550.0,7,2017,summer,4299.0,4195.0,15.2,172696.0,4299.0,4195.0
2017-08-01,4344,15.46,2.539999999999999,2017Q3,173216.0,8419550.0,8,2017,summer,4233.0,4230.0,15.04,173216.0,4233.0,4230.0
2017-09-01,4460,8.66,9.34,2017Q3,173216.0,8419550.0,9,2017,autumn,4344.0,4330.0,15.46,173216.0,4344.0,4330.0
2017-10-01,4742,7.78,10.219999999999999,2017Q4,179316.0,8419550.0,10,2017,autumn,4460.0,4874.0,8.66,173216.0,4460.0,4874.0
2017-11-01,5340,0.87,17.13,2017Q4,179316.0,8419550.0,11,2017,autumn,4742.0,5261.0,7.78,179316.0,4742.0,5261.0
2017-12-01,5709,-2.46,20.46,2017Q4,179316.0,8419550.0,12,2017,winter,5340.0,5641.0,0.87,179316.0,5340.0,5641.0
2018-01-01,5539,0.47,17.53,2018Q1,175979.0,8484130.0,1,2018,winter,5709.0,6147.0,-2.46,179316.0,5709.0,6147.0
2018-02-01,5342,-5.21,23.21,2018Q1,175979.0,8484130.0,2,2018,winter,5539.0,5088.0,0.47,175979.0,5539.0,5088.0
2018-03-01,5477,-0.18,18.18,2018Q1,175979.0,8484130.0,3,2018,spring,5342.0,5147.0,-5.21,175979.0,5342.0,5147.0
2018-04-01,4363,7.82,10.18,2018Q2,180373.0,8484130.0,4,2018,spring,5477.0,4466.0,-0.18,175979.0,5477.0,4466.0
2018-05-01,4400,10.46,7.539999999999999,2018Q2,180373.0,8484130.0,5,2018,spring,4363.0,4508.0,7.82,180373.0,4363.0,4508.0
2018-06-01,4325,13.82,4.18,2018Q2,180373.0,8484130.0,6,2018,summer,4400.0,4299.0,10.46,180373.0,4400.0,4299.0
2018-07-01,4246,16.23,1.7699999999999996,2018Q3,178319.0,8484130.0,7,2018,summer,4325.0,4233.0,13.82,180373.0,4325.0,4233.0
2018-08-01,4231,15.89,2.1099999999999994,2018Q3,178319.0,8484130.0,8,2018,summer,4246.0,4344.0,16.23,178319.0,4246.0,4344.0
2018-09-01,4295,12.58,5.42,2018Q3,178319.0,8484130.0,9,2018,autumn,4231.0,4460.0,15.89,178319.0,4231.0,4460.0
2018-10-01,4785,8.04,9.96,2018Q4,183551.0,8484130.0,10,2018,autumn,4295.0,4742.0,12.58,178319.0,4295.0,4742.0
2018-11-01,5175,2.78,15.22,2018Q4,183551.0,8484130.0,11,2018,autumn,4785.0,5340.0,8.04,183551.0,4785.0,5340.0
2018-12-01,5469,-0.13,18.13,2018Q4,183551.0,8484130.0,12,2018,winter,5175.0,5709.0,2.78,183551.0,5175.0,5709.0
2019-01-01,5838,-4.38,22.38,2019Q1,178054.0,8544527.0,1,2019,winter,5469.0,5539.0,-0.13,183551.0,5469.0,5539.0
2019-02-01,5086,0.74,17.26,2019Q1,178054.0,8544527.0,2,2019,winter,5838.0,5342.0,-4.38,178054.0,5838.0,5342.0
2019-03-01,5176,2.29,15.71,2019Q1,178054.0,8544527.0,3,2019,spring,5086.0,5477.0,0.74,178054.0,5086.0,5477.0
2019-04-01,4533,4.5,13.5,2019Q2,181115.0,8544527.0,4,2019,spring,5176.0,4363.0,2.29,178054.0,5176.0,4363.0
2019-05-01,4611,6.12,11.879999999999999,2019Q2,181115.0,8544527.0,5,2019,spring,4533.0,4400.0,4.5,181115.0,4533.0,4400.0
2019-06-01,4200,15.28,2.7200000000000006,2019Q2,181115.0,8544527.0,6,2019,summer,4611.0,4325.0,6.12,181115.0,4611.0,4325.0
2019-07-01,4195,16.22,1.7800000000000011,2019Q3,181080.0,8544527.0,7,2019,summer,4200.0,4246.0,15.28,181115.0,4200.0,4246.0
2019-08-01,4125,15.12,2.880000000000001,2019Q3,181080.0,8544527.0,8,2019,summer,4195.0,4231.0,16.22,181080.0,4195.0,4231.0
2019-09-01,4282,11.4,6.6,2019Q3,181080.0,8544527.0,9,2019,autumn,4125.0,4295.0,15.12,181080.0,4125.0,4295.0
2019-10-01,4718,8.46,9.54,2019Q4,185983.0,8544527.0,10,2019,autumn,4282.0,4785.0,11.4,181080.0,4282.0,4785.0
2019-11-01,5118,1.51,16.49,2019Q4,185983.0,8544527.0,11,2019,autumn,4718.0,5175.0,8.46,185983.0,4718.0,5175.0
2019-12-01,5316,0.77,17.23,2019Q4,185983.0,8544527.0,12,2019,winter,5118.0,5469.0,1.51,185983.0,5118.0,5469.0
2020-01-01,5503,-0.28,18.28,2020Q1,178061.0,8606033.0,1,2020,winter,5316.0,5838.0,0.77,185983.0,5316.0,5838.0
2020-02-01,4959,1.64,16.36,2020Q1,178061.0,8606033.0,2,2020,winter,5503.0,5086.0,-0.28,178061.0,5503.0,5086.0
2020-03-01,4956,1.57,16.43,2020Q1,178061.0,8606033.0,3,2020,spring,4959.0,5176.0,1.64,178061.0,4959.0,5176.0
2020-04-01,4083,7.65,10.35,2020Q2,168511.0,8606033.0,4,2020,spring,4956.0,4533.0,1.57,178061.0,4956.0,4533.0
2020-05-01,4251,9.57,8.43,2020Q2,168511.0,8606033.0,5,2020,spring,4083.0,4611.0,7.65,168511.0,4083.0,4611.0
2020-06-01,4192,11.85,6.15,2020Q2,168511.0,8606033.0,6,2020,summer,4251.0,4200.0,9.57,168511.0,4251.0,4200.0
2020-07-01,4209,15.42,2.58,2020Q3,178526.0,8606033.0,7,2020,summer,4192.0,4195.0,11.85,168511.0,4192.0,4195.0
2020-08-01,4213,15.22,2.7799999999999994,2020Q3,178526.0,8606033.0,8,2020,summer,4209.0,4125.0,15.42,178526.0,4209.0,4125.0
2020-09-01,4306,11.9,6.1,2020Q3,178526.0,8606033.0,9,2020,autumn,4213.0,4282.0,15.22,178526.0,4213.0,4282.0
2020-10-01,4832,5.38,12.620000000000001,2020Q4,184757.0,8606033.0,10,2020,autumn,4306.0,4718.0,11.9,178526.0,4306.0,4718.0
2020-11-01,5065,3.69,14.31,2020Q4,184757.0,8606033.0,11,2020,autumn,4832.0,5118.0,5.38,184757.0,4832.0,5118.0
2020-12-01,5528,-1.2,19.2,2020Q4,184757.0,8606033.0,12,2020,winter,5065.0,5316.0,3.69,184757.0,5065.0,5316.0
2021-01-01,5748,-3.56,21.56,2021Q1,179877.0,8670300.0,1,2021,winter,5528.0,5503.0,-1.2,184757.0,5528.0,5503.0
2021-02-01,4958,0.84,17.16,2021Q1,179877.0,8670300.0,2,2021,winter,5748.0,4959.0,-3.56,179877.0,5748.0,4959.0
2021-03-01,5275,0.95,17.05,2021Q1,179877.0,8670300.0,3,2021,spring,4958.0,4956.0,0.84,179877.0,4958.0,4956.0
2021-04-01,4680,2.9,15.1,2021Q2,187228.0,8670300.0,4,2021,spring,5275.0,4083.0,0.95,179877.0,5275.0,4083.0
2021-05-01,4595,6.25,11.75,2021Q2,187228.0,8670300.0,5,2021,spring,4680.0,4251.0,2.9,187228.0,4680.0,4251.0
2021-06-01,4365,14.39,3.6099999999999994,2021Q2,187228.0,8670300.0,6,2021,summer,4595.0,4192.0,6.25,187228.0,4595.0,4192.0
2021-07-01,4436,13.91,4.09,2021Q3,190470.0,8670300.0,7,2021,summer,4365.0,4209.0,14.39,187228.0,4365.0,4209.0
2021-08-01,4307,13.12,4.880000000000001,2021Q3,190470.0,8670300.0,8,2021,summer,4436.0,4213.0,13.91,190470.0,4436.0,4213.0
2021-09-01,4422,12.15,5.85,2021Q3,190470.0,8670300.0,9,2021,autumn,4307.0,4306.0,13.12,190470.0,4307.0,4306.0
2021-10-01,4879,6.28,11.719999999999999,2021Q4,196122.0,8670300.0,10,2021,autumn,4422.0,4832.0,12.15,190470.0,4422.0,4832.0
2021-11-01,5415,1.13,16.87,2021Q4,196122.0,8670300.0,11,2021,autumn,4879.0,5065.0,6.28,196122.0,4879.0,5065.0
2021-12-01,5723,-0.65,18.65,2021Q4,196122.0,8670300.0,12,2021,winter,5415.0,5528.0,1.13,196122.0,5415.0,5528.0
2022-01-01,5799,-1.48,19.48,2022Q1,191242.0,8738791.0,1,2022,winter,5723.0,5748.0,-0.65,196122.0,5723.0,5748.0
2022-02-01,5143,-0.13,18.13,2022Q1,191242.0,8738791.0,2,2022,winter,5799.0,4958.0,-1.48,191242.0,5799.0,4958.0
2022-03-01,5334,2.38,15.620000000000001,2022Q1,191242.0,8738791.0,3,2022,spring,5143.0,5275.0,-0.13,191242.0,5143.0,5275.0
2022-04-01,4690,4.63,13.370000000000001,2022Q2,194727.0,8738791.0,4,2022,spring,5334.0,4680.0,2.38,191242.0,5334.0,4680.0
2022-05-01,4550,11.51,6.49,2022Q2,194727.0,8738791.0,5,2022,spring,4690.0,4595.0,4.63,194727.0,4690.0,4595.0
2022-06-01,4450,15.37,2.630000000000001,2022Q2,194727.0,8738791.0,6,2022,summer,4550.0,4365.0,11.51,194727.0,4550.0,4365.0
2022-07-01,4432,16.97,1.0300000000000011,2022Q3,194856.0,8738791.0,7,2022,summer,4450.0,4436.0,15.37,194727.0,4450.0,4436.0
2022-08-01,4381,16.15,1.8500000000000014,2022Q3,194856.0,8738791.0,8,2022,summer,4432.0,4307.0,16.97,194856.0,4432.0,4307.0
2022-09-01,4417,10.09,7.91,2022Q3,194856.0,8738791.0,9,2022,autumn,4381.0,4422.0,16.15,194856.0,4381.0,4422.0
2022-10-01,4471,10.45,7.550000000000001,2022Q4,199511.0,8738791.0,10,2022,autumn,4417.0,4879.0,10.09,194856.0,4417.0,4879.0
2022-11-01,4894,3.33,14.67,2022Q4,199511.0,8738791.0,11,2022,autumn,4471.0,5415.0,10.45,199511.0,4471.0,5415.0
2022-12-01,5415,-0.28,18.28,2022Q4,199511.0,8738791.0,12,2022,winter,4894.0,5723.0,3.33,199511.0,4894.0,5723.0
2023-01-01,5523,-1.61,19.61,2023Q1,194702.0,8815385.0,1,2023,winter,5415.0,5799.0,-0.28,199511.0,5415.0,5799.0
2023-02-01,4951,0.08,17.92,2023Q1,194702.0,8815385.0,2,2023,winter,5523.0,5143.0,-1.61,194702.0,5523.0,5143.0
2023-03-01,5150,2.66,15.34,2023Q1,194702.0,8815385.0,3,2023,spring,4951.0,5334.0,0.08,194702.0,4951.0,5334.0
2023-04-01,4563,3.71,14.29,2023Q2,195827.0,8815385.0,4,2023,spring,5150.0,4690.0,2.66,194702.0,5150.0,4690.0
2023-05-01,4381,9.36,8.64,2023Q2,195827.0,8815385.0,5,2023,spring,4563.0,4550.0,3.71,195827.0,4563.0,4550.0
2023-06-01,4343,14.94,3.0600000000000005,2023Q2,195827.0,8815385.0,6,2023,summer,4381.0,4450.0,9.36,195827.0,4381.0,4450.0
2023-07-01,4228,15.98,2.0199999999999996,2023Q3,195486.0,8815385.0,7,2023,summer,4343.0,4432.0,14.94,195827.0,4343.0,4432.0
2023-08-01,4344,15.58,2.42,2023Q3,195486.0,8815385.0,8,2023,summer,4228.0,4381.0,15.98,195486.0,4228.0,4381.0
2023-09-01,4292,14.3,3.6999999999999993,2023Q3,195486.0,8815385.0,9,2023,autumn,4344.0,4417.0,15.58,195486.0,4344.0,4417.0
2023-10-01,4561,9.71,8.29,2023Q4,200762.0,8815385.0,10,2023,autumn,4292.0,4471.0,14.3,195486.0,4292.0,4471.0
2023-11-01,5076,1.59,16.41,2023Q4,200762.0,8815385.0,11,2023,autumn,4561.0,4894.0,9.71,200762.0,4561.0,4894.0
2023-12-01,5298,0.65,17.35,2023Q4,200762.0,8815385.0,12,2023,winter,5076.0,5415.0,1.59,200762.0,5076.0,5415.0
2024-01-01,5608,-0.64,18.64,2024Q1,195069.0,8962258.0,1,2024,winter,5298.0,5523.0,0.65,200762.0,5298.0,5523.0
